schema_version,slice_id,slice,python_surface,rust_target,status,evidence,blockers,matched_symbol_count,matched_symbol_ids,rust_locations
1,ledger-023,passive package initializers,"`qlib/cli/__init__.py`, `qlib/contrib/__init__.py`, `qlib/contrib/data/__init__.py`, `qlib/contrib/data/utils/__init__.py`, `qlib/contrib/eva/__init__.py`, `qlib/contrib/online/__init__.py`, `qlib/contrib/ops/__init__.py`, `qlib/contrib/report/data/__init__.py`, `qlib/contrib/rolling/__init__.py`, `qlib/contrib/tuner/__init__.py`, `qlib/data/_libs/__init__.py`, `qlib/model/ens/__init__.py`, `qlib/model/interpret/__init__.py`, `qlib/rl/contrib/__init__.py`, `qlib/rl/data/__init__.py`, `qlib/strategy/__init__.py`, `qlib/workflow/online/__init__.py`, `qlib/workflow/task/__init__.py`",N/A (source-only absence contract),done,live Python AST/bytecode/import differential; stable/nightly reports contain 0 production files because no runtime implementation exists,None,18,"[""qlib/cli/__init__.py::<module>@1"", ""qlib/contrib/__init__.py::<module>@1"", ""qlib/contrib/data/__init__.py::<module>@1"", ""qlib/contrib/data/utils/__init__.py::<module>@1"", ""qlib/contrib/eva/__init__.py::<module>@1"", ""qlib/contrib/online/__init__.py::<module>@1"", ""qlib/contrib/ops/__init__.py::<module>@1"", ""qlib/contrib/report/data/__init__.py::<module>@1"", ""qlib/contrib/rolling/__init__.py::<module>@1"", ""qlib/contrib/tuner/__init__.py::<module>@1"", ""qlib/data/_libs/__init__.py::<module>@1"", ""qlib/model/ens/__init__.py::<module>@1"", ""qlib/model/interpret/__init__.py::<module>@1"", ""qlib/rl/contrib/__init__.py::<module>@1"", ""qlib/rl/data/__init__.py::<module>@1"", ""qlib/strategy/__init__.py::<module>@1"", ""qlib/workflow/online/__init__.py::<module>@1"", ""qlib/workflow/task/__init__.py::<module>@1""]",[]
1,ledger-024,runtime constants,"complete `qlib/constant.py` module: values, time values, `float_or_ndarray`, public surface and import initialization","`domain_core::constants::{REG_CN,REG_US,REG_TW,EPS,INF,ONE_DAY,ONE_MIN,EPS_T,FloatOrNdarray}`",done,"3 tests; hash-pinned live Python whole-file differential; stable/nightly 6/6 lines, 1/1 function, 6/6 regions, 0 raw missing segments; no executable branches",None,2,"[""qlib/constant.py::<module>@1"", ""qlib/constant.py::float_or_ndarray@22""]","[""crates/core/src/constants.rs:12:REG_US"", ""crates/core/src/constants.rs:15:REG_TW"", ""crates/core/src/constants.rs:18:EPS"", ""crates/core/src/constants.rs:21:INF"", ""crates/core/src/constants.rs:24:ONE_DAY"", ""crates/core/src/constants.rs:27:ONE_MIN"", ""crates/core/src/constants.rs:30:EPS_T"", ""crates/core/src/constants.rs:36:FloatOrNdarray"", ""crates/core/src/constants.rs:9:REG_CN"", ""crates/core/src/lib.rs:30:constants"", ""crates/core/src/saoe_state_adapter.rs:20:EPS""]"
1,ledger-025,region defaults,"`qlib.config._default_region_config`, `QlibConfig.set_region`","`RegionConfig`, `Region::defaults`",done,3 focused tests; live Python AST differential; 100% lines/functions/regions; 0 missed branches,None,4,"[""qlib/config.py::<module>@1"", ""qlib/config.py::QlibConfig.set@444"", ""qlib/config.py::QlibConfig.set_region@412"", ""qlib/config.py::QlibConfig@335""]","[""crates/core/src/config.rs:21:defaults"", ""crates/core/src/config.rs:9:RegionConfig"", ""crates/core/src/constants.rs:64:Region""]"
1,ledger-026,frequency value object,`qlib.utils.time.Freq`,"`Frequency`, `FrequencyUnit`",done,7 focused tests; live Python class differential; 100% lines/functions/regions/branches,None,1,"[""qlib/utils/time.py::<module>@1""]","[""crates/core/src/frequency.rs:21:FrequencyUnit"", ""crates/core/src/frequency.rs:54:Frequency""]"
1,ledger-027,intraday minute calendar,"`qlib.utils.time.{CN_TIME,US_TIME,TW_TIME,get_min_cal}`","`TradingSession`, `Region::trading_sessions`, `minute_calendar`",done,2 focused tests; live Python AST differential; 100% lines/functions/regions/branches,None,4,"[""qlib/utils/time.py::<module>@1"", ""qlib/utils/time.py::TW_TIME@25"", ""qlib/utils/time.py::US_TIME@24"", ""qlib/utils/time.py::get_min_cal@32""]","[""crates/core/src/constants.rs:64:Region"", ""crates/core/src/market_calendar.rs:102:minute_calendar"", ""crates/core/src/market_calendar.rs:18:TradingSession""]"
1,ledger-028,intraday minute indices,"`qlib.utils.time.{time_to_day_index,get_day_min_idx_range}`","`time_to_day_index`, `day_minute_index_range`",done,3 focused tests; live Python AST differential; 100% lines/functions/regions/branches,None,2,"[""qlib/utils/time.py::<module>@1"", ""qlib/utils/time.py::get_day_min_idx_range@283""]","[""crates/core/src/intraday_index.rs:51:time_to_day_index"", ""crates/core/src/intraday_index.rs:87:day_minute_index_range""]"
1,ledger-029,sampled-minute alignment,"`qlib.utils.time.{concat_date_time,cal_sam_minute}`",`align_sampled_minute`,done,"4 focused tests; 5,400-case live Python differential; 100% lines/functions/regions/branches",None,2,"[""qlib/utils/time.py::<module>@1"", ""qlib/utils/time.py::cal_sam_minute@323""]","[""crates/core/src/minute_alignment.rs:33:align_sampled_minute""]"
1,ledger-030,single-value interval predicate,`qlib.utils.time.is_single_value`,`is_single_market_value`,done,2 focused tests; live Python AST differential; 100% lines/functions/regions/branches,None,1,"[""qlib/utils/time.py::<module>@1""]","[""crates/core/src/single_value.rs:13:is_single_market_value""]"
1,ledger-031,epsilon timestamp shift,`qlib.utils.time.epsilon_change`,"`epsilon_change`, `EpsilonDirection`",done,3 focused tests; live Python AST differential; 100% lines/functions/regions/branches,None,1,"[""qlib/utils/time.py::<module>@1""]","[""crates/core/src/epsilon.rs:16:EpsilonDirection"", ""crates/core/src/epsilon.rs:55:epsilon_change""]"
1,ledger-032,calendar resampling,`qlib.utils.resam.resam_calendar`,`resample_calendar`,done,4 focused tests; live Python AST differential; 100% lines/functions/regions/branches,None,1,"[""qlib/utils/resam.py::<module>@1""]","[""crates/core/src/calendar_resample.rs:37:resample_calendar""]"
1,ledger-033,first/last valid values,"`qlib.utils.resam.{get_valid_value,_ts_data_valid,ts_data_first,ts_data_last}`",Arrow `valid_value(s)` APIs,done,5 focused tests; live Python AST differential; 100% lines/functions/regions/branches,None,4,"[""qlib/utils/resam.py::<module>@1"", ""qlib/utils/resam.py::_ts_data_valid@228"", ""qlib/utils/resam.py::ts_data_first@239"", ""qlib/utils/resam.py::ts_data_last@238""]","[""crates/core/src/lib.rs:184:valid_value"", ""crates/core/src/valid_value.rs:33:valid_value""]"
1,ledger-034,feature-frequency fallback,`qlib.utils.resam.get_higher_eq_freq_feature`,"`FeatureProvider`, `get_higher_eq_frequency_features`",done,4 focused tests; live Python AST differential; 100% lines/functions/regions/branches,None,1,"[""qlib/utils/resam.py::<module>@1""]","[""crates/core/src/feature_provider.rs:119:get_higher_eq_frequency_features"", ""crates/core/src/feature_provider.rs:78:FeatureProvider""]"
1,ledger-035,time-series index selection,`qlib.utils.resam.resam_ts_data` sorting/slicing stage,`select_time_series`,done,6 focused tests; live Python AST differential; 100% lines/functions/regions/branches,None,1,"[""qlib/utils/resam.py::<module>@1""]","[""crates/core/src/time_series_selection.rs:111:select_time_series""]"
1,ledger-036,time-series built-in aggregation,`qlib.utils.resam.resam_ts_data` string-method stage,`aggregate_time_series`,done,Default and typed `method_kwargs`; live Python differential; 100% coverage,None,1,"[""qlib/utils/resam.py::<module>@1""]","[""crates/core/src/time_series_aggregation.rs:111:aggregate_time_series""]"
1,ledger-037,time-series callable aggregation,`qlib.utils.resam.resam_ts_data` callable stage,"`TimeSeriesAggregator`, `aggregate_time_series_with`",done,"Live Python differential plus Rust lifecycle, shape, dtype, and kwargs tests",Physical plugin ABI remains separate,1,"[""qlib/utils/resam.py::<module>@1""]","[""crates/core/src/time_series_callable.rs:129:aggregate_time_series_with"", ""crates/core/src/time_series_callable.rs:34:TimeSeriesAggregator""]"
1,ledger-038,unified time-series resampling,`qlib.utils.resam.resam_ts_data` dispatch,"`TimeSeriesMethod`, `resample_time_series`",done,3 focused tests; live Python method/kwargs differential; 100% lines/functions/regions/branches,Python binding remains separate,1,"[""qlib/utils/resam.py::<module>@1""]","[""crates/core/src/time_series_resample.rs:17:TimeSeriesMethod"", ""crates/core/src/time_series_resample.rs:89:resample_time_series""]"
1,ledger-039,Arrow quote access,`qlib.backtest.high_performance_ds.PandasQuote`,"`Quote`, `ArrowQuote`, `QuoteData`",done,4 focused tests; live Python class differential; 100% lines/functions/regions/branches,Python binding remains separate,1,"[""qlib/backtest/high_performance_ds.py::<module>@1""]","[""crates/core/src/quote.rs:170:Quote"", ""crates/core/src/quote.rs:190:ArrowQuote"", ""crates/core/src/quote.rs:67:QuoteData""]"
1,ledger-040,cached NumPy quote access,`qlib.backtest.high_performance_ds.NumpyQuote`,`NumpyQuote` over `Quote`,done,4 focused tests; live Python class differential; 100% lines/functions/regions/branches,Python binding remains separate,1,"[""qlib/backtest/high_performance_ds.py::<module>@1""]","[""crates/core/src/numpy_quote.rs:33:NumpyQuote"", ""crates/core/src/quote.rs:170:Quote""]"
1,ledger-041,single metric operations,"`qlib.backtest.high_performance_ds.{BaseSingleMetric,SingleMetric,PandasSingleMetric}`","`SingleMetric`, `PandasSingleMetric`",done,5 focused tests; live Python AST differential; 100% lines/functions/regions/branches,Physical plugin ABI remains separate,3,"[""qlib/backtest/high_performance_ds.py::<module>@1"", ""qlib/backtest/high_performance_ds.py::PandasSingleMetric@508"", ""qlib/backtest/high_performance_ds.py::SingleMetric@436""]","[""crates/core/src/single_metric.rs:17:SingleMetric"", ""crates/core/src/single_metric.rs:65:PandasSingleMetric""]"
1,ledger-042,ordered Pandas indicators,"`qlib.backtest.high_performance_ds.{BaseOrderIndicator,PandasOrderIndicator}`","`OrderIndicator`, `PandasOrderIndicator`, `OrderIndicatorTransform`",done,4 focused tests; live Python AST differential; 100% lines/functions/regions/branches,Physical plugin ABI remains separate,2,"[""qlib/backtest/high_performance_ds.py::<module>@1"", ""qlib/backtest/high_performance_ds.py::PandasOrderIndicator@556""]","[""crates/core/src/order_indicator.rs:10:OrderIndicator"", ""crates/core/src/order_indicator.rs:27:OrderIndicatorTransform"", ""crates/core/src/order_indicator.rs:86:PandasOrderIndicator""]"
1,ledger-043,dense NumPy indicators,"`qlib.backtest.high_performance_ds.NumpyOrderIndicator`, required `qlib.utils.index_data.SingleData` subset","`SingleData`, `DenseMetric`, `NumpyOrderIndicator`, `DenseIndicatorTransform`",done,7 focused tests; live Python source differential; 100% lines/functions/regions/branches,Full `IndexData`/`MultiData` remains separate,2,"[""qlib/backtest/high_performance_ds.py::<module>@1"", ""qlib/utils/index_data.py::<module>@1""]","[""crates/core/src/numpy_order_indicator.rs:24:DenseIndicatorTransform"", ""crates/core/src/numpy_order_indicator.rs:84:NumpyOrderIndicator"", ""crates/core/src/single_data.rs:11:DenseMetric"", ""crates/core/src/single_data.rs:32:SingleData""]"
1,ledger-044,core order value,"`qlib.backtest.decision.{OrderDir,Order}`","`OrderDir`, `Order`, `ParseOrderDirectionTransform`",done,4 focused tests; live Python AST differential; 100% lines/functions/regions/branches,Timezone adapter remains separate,2,"[""qlib/backtest/decision.py::<module>@1"", ""qlib/backtest/decision.py::Order@37""]","[""crates/core/src/order.rs:113:Order"", ""crates/core/src/order.rs:26:OrderDir"", ""crates/core/src/order.rs:283:ParseOrderDirectionTransform""]"
1,ledger-045,trade range rules,"`qlib.backtest.decision.{TradeRange,IdxTradeRange,TradeRangeByTime}`","`TradeRange`, `TradeCalendarRange`, typed range implementations",done,3 focused tests; live Python AST differential; 100% lines/functions/regions/branches,Full decision/calendar orchestration remains separate,3,"[""qlib/backtest/decision.py::<module>@1"", ""qlib/backtest/decision.py::IdxTradeRange@252"", ""qlib/backtest/decision.py::TradeRangeByTime@264""]","[""crates/core/src/trade_range.rs:18:TradeCalendarRange"", ""crates/core/src/trade_range.rs:66:TradeRange""]"
1,ledger-046,base volume and price,`Indicator._get_base_vol_pri`,"`base_price`, `Indicator::get_base_volume_price`",done,4 focused tests; live Python AST differential; 100% lines/functions/regions/branches,Full Exchange construction remains separate,2,"[""qlib/backtest/report.py::Indicator._get_base_vol_pri@380"", ""qlib/backtest/report.py::Indicator@249""]","[""crates/core/src/lib.rs:11:base_price"", ""crates/core/src/report_indicator.rs:377:Indicator"", ""crates/core/src/report_indicator.rs:668:get_base_volume_price""]"
1,ledger-047,cross-step base-price aggregation,`Indicator._agg_base_price`,"`Indicator::aggregate_base_price`, `BasePriceStep`",done,3 aggregation tests plus existing base-price matrix; dual-backend live Python differential; 100% lines/functions/regions/branches,Decision extraction remains separate,2,"[""qlib/backtest/report.py::Indicator._agg_base_price@455"", ""qlib/backtest/report.py::Indicator@249""]","[""crates/core/src/base_price.rs:184:BasePriceStep"", ""crates/core/src/report_indicator.rs:377:Indicator"", ""crates/core/src/report_indicator.rs:686:aggregate_base_price""]"
1,ledger-048,full order-indicator orchestration,`Indicator.agg_order_indicators`,`Indicator::agg_order_indicators`,done,4 focused tests; full dual-backend live Python differential; 100% lines/functions/regions/branches,Decision extraction remains separate,2,"[""qlib/backtest/report.py::Indicator.agg_order_indicators@539"", ""qlib/backtest/report.py::Indicator@249""]","[""crates/core/src/report_indicator.rs:377:Indicator""]"
1,ledger-049,Exchange quote provider adapter,"`Exchange.{get_deal_price,get_volume}`","`ExchangeQuoteProvider`, `DealPriceFields`",done,3 focused tests; live Python AST differential; 100% lines/functions/regions/branches,Full Exchange construction remains separate,2,"[""qlib/backtest/exchange.py::Exchange.get_deal_price@494"", ""qlib/backtest/exchange.py::Exchange@28""]","[""crates/core/src/exchange_quote.rs:18:DealPriceFields"", ""crates/core/src/exchange_quote.rs:96:ExchangeQuoteProvider""]"
1,ledger-050,typed order trade decisions,"`qlib.backtest.decision.{BaseTradeDecision,BaseTradeDecision.__init__,EmptyTradeDecision,TradeDecisionWO,TradeDecisionWO.__init__,TradeDecisionWO.__repr__,TradeDecisionWithDetails,TradeDecisionWithDetails.__init__}`","`TradeDecision<T>`, `OrderTradeDecision`, `TradeDecisionWithDetails<D>`, `OrderDecision`, `TradeDecisionReprContext`, `format_trade_decision_repr`, `SharedOrderDecisionConstruction<S,D>`, `SharedDecisionOrders`",done,14 focused tests; live Python AST differentials; affected files exactly 100% lines/functions/regions/branches,"Shared constructor/executor integration, adapter implementations and full source boundaries remain; see decision-migration-audit.md",9,"[""qlib/backtest/decision.py::<module>@1"", ""qlib/backtest/decision.py::BaseTradeDecision.__init__@318"", ""qlib/backtest/decision.py::BaseTradeDecision@302"", ""qlib/backtest/decision.py::EmptyTradeDecision@539"", ""qlib/backtest/decision.py::TradeDecisionWO.__init__@553"", ""qlib/backtest/decision.py::TradeDecisionWO.__repr__@572"", ""qlib/backtest/decision.py::TradeDecisionWO@547"", ""qlib/backtest/decision.py::TradeDecisionWithDetails.__init__@587"", ""qlib/backtest/decision.py::TradeDecisionWithDetails@581""]","[""crates/core/src/decision_construction.rs:108:SharedOrderDecisionConstruction"", ""crates/core/src/decision_construction.rs:20:SharedDecisionOrders"", ""crates/core/src/trade_decision.rs:210:OrderTradeDecision"", ""crates/core/src/trade_decision.rs:255:OrderDecision"", ""crates/core/src/trade_decision.rs:42:TradeDecision"", ""crates/core/src/trade_decision_details.rs:12:TradeDecisionWithDetails"", ""crates/core/src/trade_decision_repr.rs:42:format_trade_decision_repr"", ""crates/core/src/trade_decision_repr.rs:8:TradeDecisionReprContext""]"
1,ledger-051,simulator order iteration,"`_retrieve_orders_from_decision`, `SimulatorExecutor._get_order_iterator`, `SimulatorExecutor._collect_data`","`retrieve_orders_from_decision`, `simulator_order_iterator`, `shared_simulator_order_iterator`, `SimulatorCollector::collect_shared_data`, `SharedSimulatorCollection`, `SharedSimulatorExecution`",done,14 focused tests; live source/alias differentials; both affected files exactly 100% lines/functions/regions/branches,Shared atomic/report/nested transport and reentrant same-order plugin interface remain separate,4,"[""qlib/backtest/executor.py::SimulatorExecutor._collect_data@590"", ""qlib/backtest/executor.py::SimulatorExecutor._get_order_iterator@561"", ""qlib/backtest/executor.py::SimulatorExecutor@513"", ""qlib/backtest/executor.py::_retrieve_orders_from_decision@501""]","[""crates/core/src/nested_executor.rs:441:collect_shared_data"", ""crates/core/src/shared_simulator.rs:34:shared_simulator_order_iterator"", ""crates/core/src/shared_simulator.rs:69:SharedSimulatorExecution"", ""crates/core/src/shared_simulator.rs:82:SharedSimulatorCollection"", ""crates/core/src/simulator_executor.rs:214:SimulatorCollector"", ""crates/core/src/simulator_executor.rs:305:collect_shared_data"", ""crates/core/src/simulator_executor.rs:54:retrieve_orders_from_decision"", ""crates/core/src/simulator_executor.rs:68:simulator_order_iterator""]"
1,ledger-052,Exchange execution sizing,"`Exchange.{_get_factor_or_raise_error,get_amount_of_trade_unit,round_amount_by_trade_unit,_get_buy_amount_by_cash_limit}`","`ExchangeExecutionSizer`, `FactorProvider`",done,5 focused tests; live Python AST differential; 100% lines/functions/regions/branches,Volume clipping and order dealing remain separate,5,"[""qlib/backtest/exchange.py::Exchange._get_buy_amount_by_cash_limit@834"", ""qlib/backtest/exchange.py::Exchange._get_factor_or_raise_error@712"", ""qlib/backtest/exchange.py::Exchange.get_amount_of_trade_unit@728"", ""qlib/backtest/exchange.py::Exchange.round_amount_by_trade_unit@761"", ""qlib/backtest/exchange.py::Exchange@28""]","[""crates/core/src/exchange_sizing.rs:19:FactorProvider"", ""crates/core/src/exchange_sizing.rs:84:ExchangeExecutionSizer""]"
1,ledger-053,Exchange volume clipping,`Exchange._clip_amount_by_volume`,"`ExchangeVolumeLimiter`, `VolumeLimitProvider`",done,5 focused tests; live Python AST differential; 100% lines/functions/regions/branches,Full trade calculation and account mutation remain separate,2,"[""qlib/backtest/exchange.py::Exchange._clip_amount_by_volume@786"", ""qlib/backtest/exchange.py::Exchange@28""]","[""crates/core/src/exchange_volume.rs:135:ExchangeVolumeLimiter"", ""crates/core/src/exchange_volume.rs:86:VolumeLimitProvider""]"
1,ledger-054,account portfolio-metric update,`Account.update_portfolio_metrics`,"`Account`, extended `AccountPosition`, `PortfolioMetrics`",done,6 metric-focused account tests; live Python AST differential; whole workspace 100% lines/functions/regions/branches,Historical-position snapshots and full bar-end orchestration remain separate,2,"[""qlib/backtest/account.py::Account.update_portfolio_metrics@250"", ""qlib/backtest/account.py::Account@71""]","[""crates/core/src/account.rs:1017:Account"", ""crates/core/src/account.rs:166:AccountPosition"", ""crates/core/src/portfolio_metrics.rs:149:PortfolioMetrics"", ""crates/core/src/strategy_executor_construction.rs:54:Account""]"
1,ledger-055,account historical-position snapshots,`Account.update_hist_positions`,"`Account::update_historical_positions`, `HistoricalPosition`",done,3 focused tests; five-stage live Python AST differential; whole workspace 100% lines/functions/regions/branches,Indicator update and full bar-end orchestration remain separate,2,"[""qlib/backtest/account.py::Account.update_hist_positions@293"", ""qlib/backtest/account.py::Account@71""]","[""crates/core/src/account.rs:1017:Account"", ""crates/core/src/account.rs:1419:update_historical_positions"", ""crates/core/src/account.rs:912:HistoricalPosition"", ""crates/core/src/strategy_executor_construction.rs:54:Account""]"
1,ledger-056,account indicator orchestration,`Account.update_indicator`,"`Account::update_indicator`, `AccountIndicator`, `AccountIndicatorOutput`",done,4 focused tests; atomic/nested live Python AST differential; whole workspace 100% lines/functions/regions/branches,Full `update_bar_end` composition remains separate,2,"[""qlib/backtest/account.py::Account.update_indicator@303"", ""qlib/backtest/account.py::Account@71""]","[""crates/core/src/account.rs:1017:Account"", ""crates/core/src/account.rs:1446:update_indicator"", ""crates/core/src/account.rs:630:AccountIndicator"", ""crates/core/src/account.rs:834:AccountIndicatorOutput"", ""crates/core/src/strategy_executor_construction.rs:54:Account""]"
1,ledger-057,account bar-end orchestration,`Account.update_bar_end`,"`Account::update_bar_end`, `AccountBarEndMode`, `AccountBarEndUpdate`",done,Historical source differential plus shared-order live read after market/reset; current account.rs exactly 100% lines/functions/regions/branches; full workspace gate still fails elsewhere,Nested shared-result transport remains separate,2,"[""qlib/backtest/account.py::Account.update_bar_end@338"", ""qlib/backtest/account.py::Account@71""]","[""crates/core/src/account.rs:1017:Account"", ""crates/core/src/account.rs:1489:update_bar_end"", ""crates/core/src/account.rs:612:AccountBarEndMode"", ""crates/core/src/account.rs:620:AccountBarEndUpdate"", ""crates/core/src/account_executor.rs:60:update_bar_end"", ""crates/core/src/executor_lifecycle.rs:105:update_bar_end"", ""crates/core/src/nested_account_executor.rs:67:update_bar_end"", ""crates/core/src/nested_executor_lifecycle.rs:73:update_bar_end"", ""crates/core/src/shared_nested_account.rs:67:update_bar_end"", ""crates/core/src/strategy_executor_construction.rs:54:Account""]"
1,ledger-058,concrete atomic account lifecycle bridge,`BaseExecutor.collect_data` + `Account`/`Position` settlement,"`AtomicAccountAdapter`, extended `AccountPosition`, `SharedAtomicExecutorLifecycle`, `SharedAtomicResult`, `SharedAtomicExecutorAccount`",done,Historical lifecycle tests plus 3 native shared Account/Indicator tests; actual source alias/read-order oracles; three changed files exactly 100% lines/functions/regions/branches,Nested shared-result transport and same-order reentrant dealer/report plugins remain separate,4,"[""qlib/backtest/account.py::Account@71"", ""qlib/backtest/executor.py::BaseExecutor.collect_data@227"", ""qlib/backtest/executor.py::BaseExecutor@22"", ""qlib/backtest/position.py::Position@231""]","[""crates/core/src/account.rs:166:AccountPosition"", ""crates/core/src/account_executor.rs:9:AtomicAccountAdapter"", ""crates/core/src/shared_executor_lifecycle.rs:107:SharedAtomicExecutorLifecycle"", ""crates/core/src/shared_executor_lifecycle.rs:17:SharedAtomicResult"", ""crates/core/src/shared_executor_lifecycle.rs:51:SharedAtomicExecutorAccount""]"
1,ledger-059,account report access and owned indicator snapshots,"`Account.{get_portfolio_metrics,get_trade_indicator}`","`AccountPortfolioReport`, `Account::{portfolio_report,indicator,order_indicator_snapshot}`",done,4 focused tests; 2 live Python AST differentials; whole workspace 100% lines/functions/regions/branches,Nested-executor loop remains separate,2,"[""qlib/backtest/account.py::Account.get_portfolio_metrics@405"", ""qlib/backtest/account.py::Account@71""]","[""crates/core/src/account.rs:1017:Account"", ""crates/core/src/account.rs:1194:order_indicator_snapshot"", ""crates/core/src/account.rs:1336:portfolio_report"", ""crates/core/src/account.rs:707:order_indicator_snapshot"", ""crates/core/src/account.rs:804:order_indicator_snapshot"", ""crates/core/src/account.rs:956:indicator"", ""crates/core/src/account.rs:972:indicator"", ""crates/core/src/account.rs:999:AccountPortfolioReport"", ""crates/core/src/account_executor.rs:87:order_indicator_snapshot"", ""crates/core/src/atomic_nested_inner.rs:125:order_indicator_snapshot"", ""crates/core/src/executor_lifecycle.rs:119:order_indicator_snapshot"", ""crates/core/src/live_recursive_inner.rs:199:order_indicator_snapshot"", ""crates/core/src/nested_executor.rs:529:order_indicator_snapshot"", ""crates/core/src/owned_atomic_inner.rs:208:order_indicator_snapshot"", ""crates/core/src/recursive_nested_inner.rs:244:order_indicator_snapshot"", ""crates/core/src/strategy_executor_construction.rs:54:Account""]"
1,ledger-060,synchronous nested-executor collection loop,`NestedExecutor._collect_data` immediate-decision path,"`NestedExecutorCore`, nested calendar/strategy/decision/executor/binding traits",done,5 focused tests; live Python AST differential; 19 injected failure stages; whole workspace 100% lines/functions/regions/branches,Concrete adapters and resumable RL control transfer remain separate,2,"[""qlib/backtest/executor.py::NestedExecutor._collect_data@406"", ""qlib/backtest/executor.py::NestedExecutor@310""]","[""crates/core/src/calendar_provider.rs:340:calendar"", ""crates/core/src/execution_calendar.rs:37:calendar"", ""crates/core/src/nested_executor.rs:573:decision"", ""crates/core/src/nested_executor.rs:692:NestedExecutorCore"", ""crates/core/src/saoe_infrastructure.rs:140:calendar""]"
1,ledger-061,nested base lifecycle and concrete account bridge,nested `BaseExecutor.collect_data` + `Account.update_bar_end`,"`NestedExecutorLifecycle`, `NestedAccountAdapter`",done,4 lifecycle/adapter tests plus prior loop matrix; live Python AST differential; whole workspace 100% lines/functions/regions/branches,Concrete inner atomic adapter and resumable RL control transfer remain separate,4,"[""qlib/backtest/account.py::Account.update_bar_end@338"", ""qlib/backtest/account.py::Account@71"", ""qlib/backtest/executor.py::BaseExecutor.collect_data@227"", ""qlib/backtest/executor.py::BaseExecutor@22""]","[""crates/core/src/nested_account_executor.rs:9:NestedAccountAdapter"", ""crates/core/src/nested_executor_lifecycle.rs:131:NestedExecutorLifecycle""]"
1,ledger-062,concrete atomic nested-inner adapter,nested `BaseExecutor.collect_data` driving atomic `BaseExecutor.collect_data` and `SimulatorExecutor._collect_data`,"`AtomicNestedInnerAdapter`, `ResettableNestedCalendar`, `AtomicAccountAdapter` snapshot bridge",done,3 focused integration tests; composed live Python AST differential; real inner/outer Accounts; whole workspace 100% lines/functions/regions/branches,Concrete strategy/calendar constructors and resumable RL control transfer remain separate,4,"[""qlib/backtest/executor.py::BaseExecutor.collect_data@227"", ""qlib/backtest/executor.py::BaseExecutor@22"", ""qlib/backtest/executor.py::SimulatorExecutor._collect_data@590"", ""qlib/backtest/executor.py::SimulatorExecutor@513""]","[""crates/core/src/account_executor.rs:9:AtomicAccountAdapter"", ""crates/core/src/atomic_nested_inner.rs:15:ResettableNestedCalendar"", ""crates/core/src/atomic_nested_inner.rs:29:AtomicNestedInnerAdapter"", ""crates/core/src/dataframe_append/differential_tests.rs:96:snapshot"", ""crates/core/src/environment_step.rs:131:snapshot"", ""crates/core/src/rl_candle_checkpoint.rs:283:snapshot"", ""crates/core/src/rl_early_stopping.rs:70:snapshot"", ""crates/core/src/rl_early_stopping.rs:76:snapshot"", ""crates/core/src/saoe_state_adapter.rs:350:snapshot"", ""crates/locale/src/windows.rs:111:snapshot""]"
1,ledger-063,explicit resumable nested/RL control transfer,"`BaseExecutor.collect_data`, `NestedExecutor._collect_data`, `SAOEStrategy.generate_trade_decision`, `ProxySAOEStrategy._generate_trade_decision` yield/send protocol","`ResumableNestedExecutor`, `NestedStrategyProgress`, versioned `NestedStrategyPrompt`/`NestedExecutorResume` DTOs",done,9 focused tests; live Python AST differential; every failure boundary; whole workspace 100% lines/functions/regions/branches,Recursive resumable nested-inner driver and concrete SAOE adapters remain separate,9,"[""qlib/backtest/executor.py::BaseExecutor.collect_data@227"", ""qlib/backtest/executor.py::BaseExecutor@22"", ""qlib/backtest/executor.py::NestedExecutor._collect_data@406"", ""qlib/backtest/executor.py::NestedExecutor@310"", ""qlib/rl/order_execution/strategy.py::ProxySAOEStrategy._generate_trade_decision@423"", ""qlib/rl/order_execution/strategy.py::ProxySAOEStrategy@407"", ""qlib/rl/order_execution/strategy.py::SAOEStrategy._generate_trade_decision@400"", ""qlib/rl/order_execution/strategy.py::SAOEStrategy.generate_trade_decision@381"", ""qlib/rl/order_execution/strategy.py::SAOEStrategy@301""]","[""crates/core/src/nested_executor.rs:161:NestedStrategyPrompt"", ""crates/core/src/nested_executor.rs:169:NestedExecutorResume"", ""crates/core/src/nested_executor.rs:238:NestedStrategyProgress"", ""crates/core/src/resumable_nested_executor.rs:103:ResumableNestedExecutor""]"
1,ledger-064,recursive child-session control propagation,multi-level nested `yield from` plus `SingleAssetOrderExecution._iter_strategy`,"`RecursiveNestedInnerAdapter`, `NestedChildSession`, `RecursiveStrategyDriver`",done,14 focused tests; two-level nested/atomic live Python AST differential; whole workspace 100% lines/functions/regions/branches,Concrete configured child-session factory and SAOE data/strategy adapters remain separate,2,"[""qlib/rl/order_execution/simulator_qlib.py::SingleAssetOrderExecution._iter_strategy@107"", ""qlib/rl/order_execution/simulator_qlib.py::SingleAssetOrderExecution@19""]","[""crates/core/src/recursive_nested_inner.rs:14:NestedChildSession"", ""crates/core/src/recursive_nested_inner.rs:159:RecursiveNestedInnerAdapter"", ""crates/core/src/recursive_nested_inner.rs:256:RecursiveStrategyDriver""]"
