schema_version,source_file,source_sha256,module,flow,symbol_id,parent_symbol_id,qualname,name,kind,line_start,line_end,visibility,decorators,status,whole_file_evidence,ledger_slice_ids,rust_targets,rust_locations,acceptance_evidence,blockers
1,qlib/contrib/model/pytorch_tcn_ts.py,2fbdb41a0a6dfe14df8acfbe11659d1dbdf1ad5dbf967e0d16315185eaa8c27c,qlib.contrib.model.pytorch_tcn_ts,contributed-models-workflows,qlib/contrib/model/pytorch_tcn_ts.py::TCNModel@287,qlib/contrib/model/pytorch_tcn_ts.py::<module>@1,TCNModel,TCNModel,class,287,297,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tcn_ts.py,2fbdb41a0a6dfe14df8acfbe11659d1dbdf1ad5dbf967e0d16315185eaa8c27c,qlib.contrib.model.pytorch_tcn_ts,contributed-models-workflows,qlib/contrib/model/pytorch_tcn_ts.py::TCNModel.__init__@288,qlib/contrib/model/pytorch_tcn_ts.py::TCNModel@287,TCNModel.__init__,__init__,method,288,292,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tcn_ts.py,2fbdb41a0a6dfe14df8acfbe11659d1dbdf1ad5dbf967e0d16315185eaa8c27c,qlib.contrib.model.pytorch_tcn_ts,contributed-models-workflows,qlib/contrib/model/pytorch_tcn_ts.py::TCNModel.forward@294,qlib/contrib/model/pytorch_tcn_ts.py::TCNModel@287,TCNModel.forward,forward,method,294,297,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tcts.py,1f650e9d7d07e2b45c78597c07c30f7f5b3724404f69996ba1e53116336e8fc6,qlib.contrib.model.pytorch_tcts,contributed-models-workflows,qlib/contrib/model/pytorch_tcts.py::<module>@1,,<module>,<module>,module,1,424,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tcts.py,1f650e9d7d07e2b45c78597c07c30f7f5b3724404f69996ba1e53116336e8fc6,qlib.contrib.model.pytorch_tcts,contributed-models-workflows,qlib/contrib/model/pytorch_tcts.py::TCTS@24,qlib/contrib/model/pytorch_tcts.py::<module>@1,TCTS,TCTS,class,24,378,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tcts.py,1f650e9d7d07e2b45c78597c07c30f7f5b3724404f69996ba1e53116336e8fc6,qlib.contrib.model.pytorch_tcts,contributed-models-workflows,qlib/contrib/model/pytorch_tcts.py::TCTS.__init__@39,qlib/contrib/model/pytorch_tcts.py::TCTS@24,TCTS.__init__,__init__,method,39,119,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tcts.py,1f650e9d7d07e2b45c78597c07c30f7f5b3724404f69996ba1e53116336e8fc6,qlib.contrib.model.pytorch_tcts,contributed-models-workflows,qlib/contrib/model/pytorch_tcts.py::TCTS.loss_fn@121,qlib/contrib/model/pytorch_tcts.py::TCTS@24,TCTS.loss_fn,loss_fn,method,121,132,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tcts.py,1f650e9d7d07e2b45c78597c07c30f7f5b3724404f69996ba1e53116336e8fc6,qlib.contrib.model.pytorch_tcts,contributed-models-workflows,qlib/contrib/model/pytorch_tcts.py::TCTS.train_epoch@134,qlib/contrib/model/pytorch_tcts.py::TCTS@24,TCTS.train_epoch,train_epoch,method,134,209,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tcts.py,1f650e9d7d07e2b45c78597c07c30f7f5b3724404f69996ba1e53116336e8fc6,qlib.contrib.model.pytorch_tcts,contributed-models-workflows,qlib/contrib/model/pytorch_tcts.py::TCTS.test_epoch@211,qlib/contrib/model/pytorch_tcts.py::TCTS@24,TCTS.test_epoch,test_epoch,method,211,233,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tcts.py,1f650e9d7d07e2b45c78597c07c30f7f5b3724404f69996ba1e53116336e8fc6,qlib.contrib.model.pytorch_tcts,contributed-models-workflows,qlib/contrib/model/pytorch_tcts.py::TCTS.fit@235,qlib/contrib/model/pytorch_tcts.py::TCTS@24,TCTS.fit,fit,method,235,267,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tcts.py,1f650e9d7d07e2b45c78597c07c30f7f5b3724404f69996ba1e53116336e8fc6,qlib.contrib.model.pytorch_tcts,contributed-models-workflows,qlib/contrib/model/pytorch_tcts.py::TCTS.training@269,qlib/contrib/model/pytorch_tcts.py::TCTS@24,TCTS.training,training,method,269,349,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tcts.py,1f650e9d7d07e2b45c78597c07c30f7f5b3724404f69996ba1e53116336e8fc6,qlib.contrib.model.pytorch_tcts,contributed-models-workflows,qlib/contrib/model/pytorch_tcts.py::TCTS.predict@351,qlib/contrib/model/pytorch_tcts.py::TCTS@24,TCTS.predict,predict,method,351,378,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tcts.py,1f650e9d7d07e2b45c78597c07c30f7f5b3724404f69996ba1e53116336e8fc6,qlib.contrib.model.pytorch_tcts,contributed-models-workflows,qlib/contrib/model/pytorch_tcts.py::MLPModel@381,qlib/contrib/model/pytorch_tcts.py::<module>@1,MLPModel,MLPModel,class,381,401,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tcts.py,1f650e9d7d07e2b45c78597c07c30f7f5b3724404f69996ba1e53116336e8fc6,qlib.contrib.model.pytorch_tcts,contributed-models-workflows,qlib/contrib/model/pytorch_tcts.py::MLPModel.__init__@382,qlib/contrib/model/pytorch_tcts.py::MLPModel@381,MLPModel.__init__,__init__,method,382,394,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tcts.py,1f650e9d7d07e2b45c78597c07c30f7f5b3724404f69996ba1e53116336e8fc6,qlib.contrib.model.pytorch_tcts,contributed-models-workflows,qlib/contrib/model/pytorch_tcts.py::MLPModel.forward@396,qlib/contrib/model/pytorch_tcts.py::MLPModel@381,MLPModel.forward,forward,method,396,401,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tcts.py,1f650e9d7d07e2b45c78597c07c30f7f5b3724404f69996ba1e53116336e8fc6,qlib.contrib.model.pytorch_tcts,contributed-models-workflows,qlib/contrib/model/pytorch_tcts.py::GRUModel@404,qlib/contrib/model/pytorch_tcts.py::<module>@1,GRUModel,GRUModel,class,404,424,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tcts.py,1f650e9d7d07e2b45c78597c07c30f7f5b3724404f69996ba1e53116336e8fc6,qlib.contrib.model.pytorch_tcts,contributed-models-workflows,qlib/contrib/model/pytorch_tcts.py::GRUModel.__init__@405,qlib/contrib/model/pytorch_tcts.py::GRUModel@404,GRUModel.__init__,__init__,method,405,417,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tcts.py,1f650e9d7d07e2b45c78597c07c30f7f5b3724404f69996ba1e53116336e8fc6,qlib.contrib.model.pytorch_tcts,contributed-models-workflows,qlib/contrib/model/pytorch_tcts.py::GRUModel.forward@419,qlib/contrib/model/pytorch_tcts.py::GRUModel@404,GRUModel.forward,forward,method,419,424,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::<module>@1,,<module>,<module>,module,1,930,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::SummaryWriter@21,qlib/contrib/model/pytorch_tra.py::<module>@1,SummaryWriter,SummaryWriter,module_variable,21,21,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::device@30,qlib/contrib/model/pytorch_tra.py::<module>@1,device,device,module_variable,30,30,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::TRAModel@33,qlib/contrib/model/pytorch_tra.py::<module>@1,TRAModel,TRAModel,class,33,510,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::TRAModel.__init__@62,qlib/contrib/model/pytorch_tra.py::TRAModel@33,TRAModel.__init__,__init__,method,62,135,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::TRAModel._init_model@137,qlib/contrib/model/pytorch_tra.py::TRAModel@33,TRAModel._init_model,_init_model,method,137,174,private,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::TRAModel.train_epoch@176,qlib/contrib/model/pytorch_tra.py::TRAModel@33,TRAModel.train_epoch,train_epoch,method,176,271,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::TRAModel.test_epoch@273,qlib/contrib/model/pytorch_tra.py::TRAModel@33,TRAModel.test_epoch,test_epoch,method,273,356,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::TRAModel._fit@358,qlib/contrib/model/pytorch_tra.py::TRAModel@33,TRAModel._fit,_fit,method,358,414,private,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::TRAModel.fit@416,qlib/contrib/model/pytorch_tra.py::TRAModel@33,TRAModel.fit,fit,method,416,497,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::TRAModel.predict@499,qlib/contrib/model/pytorch_tra.py::TRAModel@33,TRAModel.predict,predict,method,499,510,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::RNN@513,qlib/contrib/model/pytorch_tra.py::<module>@1,RNN,RNN,class,513,580,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::RNN.__init__@526,qlib/contrib/model/pytorch_tra.py::RNN@513,RNN.__init__,__init__,method,526,563,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::RNN.forward@565,qlib/contrib/model/pytorch_tra.py::RNN@513,RNN.forward,forward,method,565,580,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::PositionalEncoding@583,qlib/contrib/model/pytorch_tra.py::<module>@1,PositionalEncoding,PositionalEncoding,class,583,599,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::PositionalEncoding.__init__@585,qlib/contrib/model/pytorch_tra.py::PositionalEncoding@583,PositionalEncoding.__init__,__init__,method,585,595,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::PositionalEncoding.forward@597,qlib/contrib/model/pytorch_tra.py::PositionalEncoding@583,PositionalEncoding.forward,forward,method,597,599,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::Transformer@602,qlib/contrib/model/pytorch_tra.py::<module>@1,Transformer,Transformer,class,602,646,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::Transformer.__init__@613,qlib/contrib/model/pytorch_tra.py::Transformer@602,Transformer.__init__,__init__,method,613,637,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::Transformer.forward@639,qlib/contrib/model/pytorch_tra.py::Transformer@602,Transformer.forward,forward,method,639,646,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::TRA@649,qlib/contrib/model/pytorch_tra.py::<module>@1,TRA,TRA,class,649,724,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::TRA.__init__@664,qlib/contrib/model/pytorch_tra.py::TRA@649,TRA.__init__,__init__,method,664,697,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::TRA.reset_parameters@699,qlib/contrib/model/pytorch_tra.py::TRA@649,TRA.reset_parameters,reset_parameters,method,699,701,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::TRA.forward@703,qlib/contrib/model/pytorch_tra.py::TRA@649,TRA.forward,forward,method,703,724,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::evaluate@727,qlib/contrib/model/pytorch_tra.py::<module>@1,evaluate,evaluate,function,727,735,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::shoot_infs@738,qlib/contrib/model/pytorch_tra.py::<module>@1,shoot_infs,shoot_infs,function,738,754,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::sinkhorn@757,qlib/contrib/model/pytorch_tra.py::<module>@1,sinkhorn,sinkhorn,function,757,765,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::loss_fn@768,qlib/contrib/model/pytorch_tra.py::<module>@1,loss_fn,loss_fn,function,768,772,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::minmax_norm@775,qlib/contrib/model/pytorch_tra.py::<module>@1,minmax_norm,minmax_norm,function,775,781,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::transport_sample@784,qlib/contrib/model/pytorch_tra.py::<module>@1,transport_sample,transport_sample,function,784,826,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::transport_daily@829,qlib/contrib/model/pytorch_tra.py::<module>@1,transport_daily,transport_daily,function,829,883,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::load_state_dict_unsafe@886,qlib/contrib/model/pytorch_tra.py::<module>@1,load_state_dict_unsafe,load_state_dict_unsafe,function,886,913,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::load_state_dict_unsafe.load@901,qlib/contrib/model/pytorch_tra.py::load_state_dict_unsafe@886,load_state_dict_unsafe.load,load,nested_function,901,908,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_tra.py,a3ea48722ffbcb795733de57805ea4a07f40477cfcacebc0b495be418ba25a6b,qlib.contrib.model.pytorch_tra,contributed-models-workflows,qlib/contrib/model/pytorch_tra.py::plot@916,qlib/contrib/model/pytorch_tra.py::<module>@1,plot,plot,function,916,930,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_transformer.py,e87271b46a1128ad889bb614d8e1fd4bc85ce7b766be5f53a0ec3316bfe640a2,qlib.contrib.model.pytorch_transformer,contributed-models-workflows,qlib/contrib/model/pytorch_transformer.py::<module>@1,,<module>,<module>,module,1,285,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_transformer.py,e87271b46a1128ad889bb614d8e1fd4bc85ce7b766be5f53a0ec3316bfe640a2,qlib.contrib.model.pytorch_transformer,contributed-models-workflows,qlib/contrib/model/pytorch_transformer.py::TransformerModel@27,qlib/contrib/model/pytorch_transformer.py::<module>@1,TransformerModel,TransformerModel,class,27,239,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_transformer.py,e87271b46a1128ad889bb614d8e1fd4bc85ce7b766be5f53a0ec3316bfe640a2,qlib.contrib.model.pytorch_transformer,contributed-models-workflows,qlib/contrib/model/pytorch_transformer.py::TransformerModel.__init__@28,qlib/contrib/model/pytorch_transformer.py::TransformerModel@27,TransformerModel.__init__,__init__,method,28,78,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_transformer.py,e87271b46a1128ad889bb614d8e1fd4bc85ce7b766be5f53a0ec3316bfe640a2,qlib.contrib.model.pytorch_transformer,contributed-models-workflows,qlib/contrib/model/pytorch_transformer.py::TransformerModel.use_gpu@81,qlib/contrib/model/pytorch_transformer.py::TransformerModel@27,TransformerModel.use_gpu,use_gpu,method,81,82,public,"[""property""]",not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_transformer.py,e87271b46a1128ad889bb614d8e1fd4bc85ce7b766be5f53a0ec3316bfe640a2,qlib.contrib.model.pytorch_transformer,contributed-models-workflows,qlib/contrib/model/pytorch_transformer.py::TransformerModel.mse@84,qlib/contrib/model/pytorch_transformer.py::TransformerModel@27,TransformerModel.mse,mse,method,84,86,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_transformer.py,e87271b46a1128ad889bb614d8e1fd4bc85ce7b766be5f53a0ec3316bfe640a2,qlib.contrib.model.pytorch_transformer,contributed-models-workflows,qlib/contrib/model/pytorch_transformer.py::TransformerModel.loss_fn@88,qlib/contrib/model/pytorch_transformer.py::TransformerModel@27,TransformerModel.loss_fn,loss_fn,method,88,94,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_transformer.py,e87271b46a1128ad889bb614d8e1fd4bc85ce7b766be5f53a0ec3316bfe640a2,qlib.contrib.model.pytorch_transformer,contributed-models-workflows,qlib/contrib/model/pytorch_transformer.py::TransformerModel.metric_fn@96,qlib/contrib/model/pytorch_transformer.py::TransformerModel@27,TransformerModel.metric_fn,metric_fn,method,96,102,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_transformer.py,e87271b46a1128ad889bb614d8e1fd4bc85ce7b766be5f53a0ec3316bfe640a2,qlib.contrib.model.pytorch_transformer,contributed-models-workflows,qlib/contrib/model/pytorch_transformer.py::TransformerModel.train_epoch@104,qlib/contrib/model/pytorch_transformer.py::TransformerModel@27,TransformerModel.train_epoch,train_epoch,method,104,126,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_transformer.py,e87271b46a1128ad889bb614d8e1fd4bc85ce7b766be5f53a0ec3316bfe640a2,qlib.contrib.model.pytorch_transformer,contributed-models-workflows,qlib/contrib/model/pytorch_transformer.py::TransformerModel.test_epoch@128,qlib/contrib/model/pytorch_transformer.py::TransformerModel@27,TransformerModel.test_epoch,test_epoch,method,128,155,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_transformer.py,e87271b46a1128ad889bb614d8e1fd4bc85ce7b766be5f53a0ec3316bfe640a2,qlib.contrib.model.pytorch_transformer,contributed-models-workflows,qlib/contrib/model/pytorch_transformer.py::TransformerModel.fit@157,qlib/contrib/model/pytorch_transformer.py::TransformerModel@27,TransformerModel.fit,fit,method,157,213,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_transformer.py,e87271b46a1128ad889bb614d8e1fd4bc85ce7b766be5f53a0ec3316bfe640a2,qlib.contrib.model.pytorch_transformer,contributed-models-workflows,qlib/contrib/model/pytorch_transformer.py::TransformerModel.predict@215,qlib/contrib/model/pytorch_transformer.py::TransformerModel@27,TransformerModel.predict,predict,method,215,239,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_transformer.py,e87271b46a1128ad889bb614d8e1fd4bc85ce7b766be5f53a0ec3316bfe640a2,qlib.contrib.model.pytorch_transformer,contributed-models-workflows,qlib/contrib/model/pytorch_transformer.py::PositionalEncoding@242,qlib/contrib/model/pytorch_transformer.py::<module>@1,PositionalEncoding,PositionalEncoding,class,242,255,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_transformer.py,e87271b46a1128ad889bb614d8e1fd4bc85ce7b766be5f53a0ec3316bfe640a2,qlib.contrib.model.pytorch_transformer,contributed-models-workflows,qlib/contrib/model/pytorch_transformer.py::PositionalEncoding.__init__@243,qlib/contrib/model/pytorch_transformer.py::PositionalEncoding@242,PositionalEncoding.__init__,__init__,method,243,251,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_transformer.py,e87271b46a1128ad889bb614d8e1fd4bc85ce7b766be5f53a0ec3316bfe640a2,qlib.contrib.model.pytorch_transformer,contributed-models-workflows,qlib/contrib/model/pytorch_transformer.py::PositionalEncoding.forward@253,qlib/contrib/model/pytorch_transformer.py::PositionalEncoding@242,PositionalEncoding.forward,forward,method,253,255,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_transformer.py,e87271b46a1128ad889bb614d8e1fd4bc85ce7b766be5f53a0ec3316bfe640a2,qlib.contrib.model.pytorch_transformer,contributed-models-workflows,qlib/contrib/model/pytorch_transformer.py::Transformer@258,qlib/contrib/model/pytorch_transformer.py::<module>@1,Transformer,Transformer,class,258,285,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_transformer.py,e87271b46a1128ad889bb614d8e1fd4bc85ce7b766be5f53a0ec3316bfe640a2,qlib.contrib.model.pytorch_transformer,contributed-models-workflows,qlib/contrib/model/pytorch_transformer.py::Transformer.__init__@259,qlib/contrib/model/pytorch_transformer.py::Transformer@258,Transformer.__init__,__init__,method,259,267,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_transformer.py,e87271b46a1128ad889bb614d8e1fd4bc85ce7b766be5f53a0ec3316bfe640a2,qlib.contrib.model.pytorch_transformer,contributed-models-workflows,qlib/contrib/model/pytorch_transformer.py::Transformer.forward@269,qlib/contrib/model/pytorch_transformer.py::Transformer@258,Transformer.forward,forward,method,269,285,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_transformer_ts.py,053bed36b9d712275fd1cd4735cc897a0adde196e2646f83b7773257d040d79f,qlib.contrib.model.pytorch_transformer_ts,contributed-models-workflows,qlib/contrib/model/pytorch_transformer_ts.py::<module>@1,,<module>,<module>,module,1,264,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_transformer_ts.py,053bed36b9d712275fd1cd4735cc897a0adde196e2646f83b7773257d040d79f,qlib.contrib.model.pytorch_transformer_ts,contributed-models-workflows,qlib/contrib/model/pytorch_transformer_ts.py::TransformerModel@25,qlib/contrib/model/pytorch_transformer_ts.py::<module>@1,TransformerModel,TransformerModel,class,25,219,public,[],not_started,,[],[],[],[],[]
1,qlib/contrib/model/pytorch_transformer_ts.py,053bed36b9d712275fd1cd4735cc897a0adde196e2646f83b7773257d040d79f,qlib.contrib.model.pytorch_transformer_ts,contributed-models-workflows,qlib/contrib/model/pytorch_transformer_ts.py::TransformerModel.__init__@26,qlib/contrib/model/pytorch_transformer_ts.py::TransformerModel@25,TransformerModel.__init__,__init__,method,26,76,public,[],not_started,,[],[],[],[],[]
